Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition
7812,20201100,8530,799000,apartment,3.0,210.0,0,0,1,,,0,As new
6963,20166074,8300,799000,apartment,2.0,85.0,0,1,1,,,0,Just renovated
3800,20206951,3800,799000,house,6.0,387.0,0,0,1,,,0,Good
1635,20146620,8000,799000,house,3.0,401.0,0,0,1,,,0,Good
3675,11482692,6700,799000,house,7.0,344.0,1,0,1,77.0,,0,Good
3674,11482691,6700,799000,house,7.0,344.0,1,0,1,,,0,Good
9210,20226135,8300,799000,apartment,2.0,105.0,0,0,1,,,0,As new
835,20237928,2530,799000,house,3.0,262.0,0,0,1,1.0,480.0,1,As new
2456,20098519,9550,799000,house,4.0,225.0,0,0,1,50.0,400.0,0,As new
6586,20118424,1933,799000,apartment,2.0,159.0,0,0,1,25.0,60.0,0,As new
1080,20216153,3500,799000,house,4.0,352.0,1,0,1,,,0,Good
3577,11467427,1150,799000,house,5.0,260.0,0,0,1,15.0,75.0,0,Good
836,20237929,2531,799000,house,3.0,262.0,0,0,1,1.0,480.0,1,As new
10213,10866928,8300,799000,apartment,2.0,75.0,0,1,1,,,0,Good
5074,11469525,2950,799000,house,2.0,211.0,0,0,1,,1000.0,0,As new
2701,11407012,9700,799000,house,5.0,391.0,0,1,1,,,0,Good
3051,20239701,1150,799000,house,4.0,194.0,0,0,1,,,0,As new
8474,20100672,9070,799000,apartment,2.0,146.0,0,0,1,48.0,,0,As new
8473,20117443,8300,799000,apartment,2.0,125.0,1,0,1,,,0,Good
4276,20193230,1730,799000,house,5.0,229.0,1,0,1,30.0,300.0,1,Good
9476,20057517,1200,798700,apartment,3.0,141.0,0,0,1,21.0,,0,As new
5658,20221649,8300,798000,apartment,3.0,84.0,0,1,1,,,0,Good
3962,20232229,2600,798000,house,5.0,182.0,0,0,1,11.0,15.0,0,Good
4961,20226163,9940,798000,house,6.0,405.0,0,0,1,,,1,As new
2472,20232228,2600,798000,house,5.0,194.0,0,0,1,11.0,15.0,0,Good
2471,20232637,2600,798000,house,5.0,194.0,0,0,1,11.0,14.0,0,As new
3455,20232638,2600,798000,house,5.0,182.0,0,0,1,11.0,14.0,0,As new
2489,20148018,3000,797691,house,4.0,253.0,1,0,1,12.0,1.0,0,As new
1129,20239735,1860,797000,house,4.0,401.0,0,0,1,30.0,727.0,0,As new
2488,20148019,3000,796986,house,4.0,209.0,1,0,1,12.0,1.0,0,As new
7817,20142422,8300,795000,apartment,2.0,80.0,0,0,1,,,0,As new
10211,11435892,8380,795000,apartment,3.0,168.0,0,0,1,,,0,Good
6988,20218335,9000,795000,apartment,4.0,321.0,1,0,1,,,0,To be done up
3198,20188420,2018,795000,house,5.0,325.0,0,0,1,35.0,25.0,0,To be done up
8286,20082089,8300,795000,apartment,4.0,83.0,0,0,1,,,0,To renovate
8287,10599103,8300,795000,apartment,2.0,85.0,0,1,1,,,0,Good
10209,20125564,1000,795000,apartment,3.0,200.0,0,0,1,,,0,As new
10210,11431245,8300,795000,apartment,3.0,75.0,0,1,1,,,0,Just renovated
198,20161537,1180,795000,house,4.0,205.0,0,0,1,25.0,40.0,0,As new
8288,11331457,8301,795000,apartment,3.0,131.0,0,0,1,,,0,To renovate
1950,20200118,9180,795000,house,5.0,268.0,1,0,1,80.0,,0,Good
10007,20172446,8300,795000,apartment,2.0,105.0,0,0,1,,,0,As new
2930,20228424,2830,795000,house,8.0,384.0,0,0,1,,,0,To be done up
1136,20195627,1190,795000,house,4.0,210.0,0,0,1,,28.0,0,Good
4743,20065572,2600,795000,house,6.0,286.0,0,0,1,,24.0,0,Good
4744,20085622,8800,795000,house,5.0,366.0,0,0,1,,,0,As new
4745,20071216,8810,795000,house,10.0,510.0,1,1,1,,1000.0,0,Good
4746,20071208,8810,795000,house,10.0,510.0,1,1,1,,1000.0,0,Good
3368,11442671,1170,795000,house,5.0,175.0,1,0,1,10.0,60.0,0,Good
8013,20015813,8300,795000,apartment,2.0,80.0,0,1,1,,,0,Good
850,20192082,1050,795000,house,2.0,173.0,0,0,1,15.0,,0,As new
3576,20016448,1970,795000,house,4.0,250.0,0,0,1,35.0,440.0,0,To renovate
10077,11257559,1200,795000,apartment,4.0,220.0,1,0,1,,,0,As new
2840,20221012,1120,795000,house,5.0,389.0,0,0,1,20.0,334.0,0,As new
5861,20244131,9000,795000,apartment,2.0,178.0,1,0,1,,,0,Good
714,20217661,1030,795000,house,5.0,200.0,0,0,1,10.0,100.0,0,Good
3399,20202285,7890,795000,house,6.0,550.0,1,0,1,,,0,Good
5826,20161958,1150,795000,apartment,3.0,170.0,0,0,1,15.0,,0,Good
4742,20027535,1050,795000,house,5.0,300.0,1,0,1,8.0,50.0,0,Good
6264,20163881,1050,795000,apartment,3.0,231.0,0,0,1,26.0,,0,As new
2661,20217696,9000,795000,house,3.0,173.0,1,0,1,,,0,Just renovated
2248,20229446,8300,795000,house,2.0,119.0,0,0,1,,,0,Good
1610,20076607,1200,795000,house,4.0,228.0,0,0,1,40.0,100.0,0,As new
9638,20055752,1160,795000,apartment,3.0,124.0,0,0,1,55.0,55.0,0,Good
6451,20213549,1180,795000,apartment,4.0,262.0,0,0,1,24.0,,0,As new
9901,20209474,1050,795000,apartment,2.0,130.0,0,0,1,12.0,,0,As new
6385,20230179,1000,795000,apartment,3.0,200.0,0,0,1,,,0,Just renovated
10415,11374420,8300,795000,apartment,2.0,74.0,1,0,1,,,0,As new
4,20245133,1200,795000,house,5.0,225.0,1,0,1,15.0,120.0,0,To renovate
3575,11184064,1040,795000,house,5.0,320.0,0,0,1,20.0,80.0,0,To renovate
6662,20196236,8300,795000,apartment,2.0,74.0,0,0,1,,,0,Good
857,20219788,1020,795000,house,5.0,225.0,1,0,1,30.0,400.0,0,Good
1484,20056295,1200,795000,house,4.0,197.0,0,0,1,28.0,50.0,0,Good
8012,20065615,8300,795000,apartment,3.0,71.0,0,1,1,,,0,Good
2625,20231818,8300,795000,house,2.0,119.0,0,0,1,,,0,Good
6197,20179826,1040,795000,apartment,3.0,188.0,0,0,1,16.0,,0,Good
1731,20207856,8300,795000,house,3.0,166.0,0,1,1,,,0,As new
1732,20200741,8420,795000,house,3.0,177.0,0,0,1,,,0,Just renovated
3061,20155276,1030,795000,house,5.0,270.0,0,0,1,,,0,Good
2700,20082848,1200,795000,house,5.0,349.0,0,0,1,14.0,50.0,0,As new
2271,11376602,1150,795000,house,4.0,205.0,0,0,1,20.0,150.0,0,Good
2283,20204877,8300,795000,house,3.0,166.0,0,0,1,,,0,As new
7816,20204011,2018,795000,apartment,3.0,200.0,0,0,1,,,0,As new
3872,20127506,1340,795000,house,4.0,220.0,0,0,1,,,0,As new
1101,20244911,1150,795000,house,5.0,206.0,0,0,1,,,0,Good
7221,20191892,1000,795000,apartment,2.0,202.0,1,1,1,101.0,,0,As new
3922,20082020,2018,795000,house,5.0,302.0,1,0,1,12.0,15.0,0,Just renovated
1431,20207714,1880,794000,house,4.0,235.0,0,0,1,,760.0,0,As new
1597,20218695,1180,794000,house,5.0,292.0,0,0,1,74.0,85.0,0,As new
2032,10745797,3020,790000,house,6.0,352.0,0,0,1,,1100.0,0,To restore
938,20243425,8790,790000,house,4.0,350.0,0,0,1,,,0,To be done up
3366,11404357,4180,790000,house,4.0,400.0,1,0,1,,10765.0,0,As new
1430,20195489,1970,790000,house,4.0,233.0,1,0,1,,300.0,0,To renovate
9938,20188952,1050,790000,apartment,2.0,120.0,0,0,1,1.0,1.0,0,As new
3367,11334861,4841,790000,house,5.0,547.0,1,0,1,,1000.0,0,To be done up
927,20240646,1200,790000,house,10.0,362.0,0,0,1,5.0,50.0,0,To renovate
427,20232098,9790,790000,house,4.0,350.0,0,0,1,,,0,To be done up
5179,20066617,8600,790000,house,4.0,652.0,1,0,1,,,1,To renovate
2721,20176723,8020,789000,house,3.0,157.0,0,0,1,3.0,,0,Good
6962,10751611,2800,789000,apartment,4.0,215.0,1,0,1,80.0,,0,Good
4298,20176322,9990,789000,house,6.0,450.0,0,1,1,125.0,250.0,0,As new
7309,11471999,2000,789000,apartment,2.0,130.0,1,0,1,22.0,,0,Just renovated
1596,20219014,1180,786000,house,5.0,284.0,0,0,1,51.0,85.0,0,As new
3947,20215089,5570,785000,house,8.0,492.0,0,0,1,,2100.0,1,Just renovated
1255,20240717,8750,785000,house,4.0,200.0,0,0,1,,,0,As new
4520,20233653,1150,785000,house,5.0,225.0,1,0,1,,200.0,0,To renovate
3729,20235587,1640,785000,house,7.0,250.0,0,0,1,,,0,Good
9184,11194421,8400,785000,apartment,3.0,110.0,0,0,1,,,0,Good
1505,20237263,1170,785000,house,4.0,154.0,0,0,1,,214.0,0,To be done up
5470,20239972,8301,785000,apartment,2.0,103.0,1,0,1,14.0,,0,Good
5657,20224399,1050,780000,apartment,2.0,235.0,0,0,1,,,0,Good
9475,20022854,1050,780000,apartment,2.0,154.0,0,0,1,17.0,,0,Good
479,20243517,9320,779000,house,4.0,217.0,0,0,1,,3000.0,0,Good
168,20220643,2970,779000,house,6.0,253.0,1,0,1,71.0,615.0,0,Good
3490,20157979,1200,775000,house,4.0,180.0,0,0,1,15.0,200.0,0,To renovate
5534,20224776,8300,775000,apartment,2.0,92.0,0,1,1,,,0,Good
514,20236913,9000,775000,house,5.0,210.0,0,0,1,,85.0,0,As new
4538,20109914,1050,775000,house,6.0,294.0,0,0,1,2.0,40.0,0,Good
8011,11489491,8301,775000,apartment,2.0,89.0,0,0,1,5.0,,0,Good
5177,20112202,6780,775000,house,5.0,191.0,1,0,1,25.0,2200.0,0,Good
9332,20240627,1180,775000,apartment,3.0,140.0,0,0,1,16.0,,0,As new
3921,11348438,9700,775000,house,4.0,380.0,0,0,1,,,0,Good
2786,20011755,4671,775000,house,5.0,329.0,1,0,1,80.0,4800.0,1,Good
3777,20223099,8551,775000,house,5.0,372.0,1,0,1,,,0,Just renovated
5301,20224775,8300,770000,apartment,3.0,106.0,0,1,1,,,0,Good
8588,20231884,8400,770000,apartment,2.0,72.0,0,0,1,80.0,,0,As new
1483,20057838,1600,769000,house,4.0,260.0,1,0,1,,1800.0,0,Good
372,20218527,3890,768000,house,6.0,581.0,0,0,1,,,0,To renovate
4090,10636460,1150,765000,house,4.0,214.0,0,0,1,,,0,To renovate
2827,20227049,9840,765000,house,4.0,241.0,0,0,1,,,0,As new
2180,11337312,4000,765000,house,5.0,395.0,0,0,1,19.0,2500.0,0,Good
9183,20118407,8300,765000,apartment,3.0,81.0,0,0,1,,,0,As new
5448,20233072,8301,765000,apartment,3.0,140.0,1,0,1,32.0,,0,Good
4542,20226701,3020,765000,house,4.0,183.0,0,0,1,30.0,1036.0,0,Just renovated
9039,11350525,1000,765000,apartment,2.0,170.0,0,0,1,22.0,,0,Good
10413,11416117,1180,765000,apartment,3.0,234.0,0,0,1,20.0,,0,As new
10414,11207435,1800,765000,apartment,4.0,260.0,0,0,1,12.0,,0,As new
3454,20229448,8670,765000,house,8.0,285.0,1,0,1,,,0,Good
5324,20234144,1060,765000,apartment,3.0,254.0,0,0,1,27.0,,0,Good
8784,20244613,9000,765000,apartment,2.0,124.0,0,0,1,21.0,,0,As new
3920,20161161,9506,765000,house,4.0,400.0,1,0,1,,,1,Good
9474,20052123,1000,765000,apartment,2.0,119.0,0,0,1,13.0,,0,Good
7085,20201586,9000,765000,apartment,1.0,152.0,0,0,1,30.0,,0,As new
750,20239950,9070,765000,house,4.0,202.0,0,0,1,,849.0,0,Just renovated
9433,20213030,2000,765000,apartment,2.0,110.0,0,0,1,80.0,,0,As new
8781,20158733,1000,760000,apartment,4.0,241.0,0,0,1,,,0,Just renovated
9370,20233306,8300,760000,apartment,2.0,89.0,0,0,1,,,0,As new
7485,20158323,3000,750939,apartment,3.0,183.0,1,0,1,15.0,68.0,0,As new
3151,20139514,1200,750000,house,4.0,190.0,0,0,1,30.0,,0,As new
7700,20139484,1150,750000,apartment,3.0,135.0,0,0,1,9.0,,0,As new
4297,20186005,1150,750000,house,5.0,240.0,0,0,1,,15.0,0,As new
7620,20197153,1150,750000,apartment,4.0,210.0,1,0,1,,,0,To renovate
10006,20192978,1150,750000,apartment,4.0,223.0,0,0,1,24.0,,0,To be done up
7083,20189443,1200,750000,apartment,4.0,215.0,0,0,1,,,0,Good
6605,20241612,1050,750000,apartment,3.0,184.0,1,0,1,11.0,,0,As new
2697,20147925,1470,750000,house,7.0,300.0,1,0,1,,,0,Good
3365,20053806,9680,750000,house,3.0,208.0,0,0,1,17.0,,0,Good
9264,20209329,1030,750000,apartment,3.0,170.0,0,0,1,150.0,,0,As new
2698,20157855,1970,750000,house,4.0,185.0,0,0,1,120.0,250.0,0,Good
9182,11429533,8370,750000,apartment,2.0,200.0,0,0,1,19.0,,0,As new
7955,20239487,8400,750000,apartment,2.0,106.0,1,0,1,16.0,,0,As new
5477,20232667,1040,750000,apartment,2.0,229.0,0,0,1,20.0,,0,Good
6380,20209320,1030,750000,apartment,3.0,170.0,0,0,1,150.0,,0,As new
3574,20068351,4601,750000,house,8.0,433.0,1,0,1,,4978.0,0,Good
3489,20135786,1200,750000,house,4.0,190.0,0,0,1,30.0,,0,As new
8285,11262186,1050,750000,apartment,3.0,230.0,0,0,1,,,0,To renovate
1021,20215758,9031,750000,house,3.0,69.0,0,0,1,,,0,Good
2785,20070356,4052,750000,house,4.0,350.0,0,0,1,50.0,900.0,0,As new
7699,20196890,1150,750000,apartment,3.0,135.0,0,0,1,9.0,,1,As new
3919,11107351,8770,750000,house,7.0,589.0,1,0,1,,,0,Good
4089,20124960,8340,749000,house,5.0,240.0,0,0,1,,,0,Good
1866,20231355,1760,749000,house,3.0,302.0,0,0,1,48.0,820.0,0,As new
3545,20215064,7910,749000,house,6.0,400.0,1,0,1,,,0,Just renovated
4088,20157489,8300,749000,house,5.0,240.0,0,0,1,,,0,Good
772,20211011,9310,749000,house,5.0,410.0,0,0,1,,,0,Good
771,20211010,9300,749000,house,5.0,410.0,0,0,1,,,0,Good
1469,20216094,2610,749000,house,6.0,320.0,1,0,1,,1200.0,0,As new
3573,20085282,8400,749000,house,4.0,315.0,0,0,1,,,0,To be done up
4087,20124114,8000,749000,house,5.0,240.0,0,0,1,,,0,Good
1196,20211009,1730,749000,house,5.0,410.0,0,0,1,,,0,Good
4086,20047310,1160,749000,house,5.0,270.0,1,0,1,26.0,110.0,0,Good
2968,20159195,5031,749000,house,5.0,272.0,1,0,1,,518.0,0,As new
4627,20194649,9160,749000,house,5.0,454.0,0,0,1,,1382.0,0,As new
9937,11385642,8370,749000,apartment,3.0,224.0,0,1,1,,,0,As new
3364,20071571,3140,749000,house,4.0,493.0,0,0,1,,,0,Just renovated
2725,20225760,8300,749000,house,3.0,141.0,0,0,1,,,0,As new
3918,11367626,1930,749000,house,4.0,408.0,1,0,1,,,0,Good
4452,20144988,9840,748000,house,3.0,200.0,0,0,1,20.0,5000.0,0,To renovate
599,20228472,1970,747000,house,4.0,195.0,0,0,1,10.0,250.0,0,To renovate
2119,20143406,1970,747000,house,5.0,195.0,1,0,1,40.0,357.0,0,To renovate
3097,20183861,8600,745000,house,5.0,334.0,1,0,1,,,0,Good
1960,20217714,9420,745000,house,3.0,453.0,0,0,1,,,0,As new
4195,20165384,2610,745000,house,4.0,318.0,0,0,1,14.0,,0,As new
4085,20044236,1150,745000,house,4.0,150.0,1,0,1,20.0,80.0,0,As new
5958,20233200,1050,745000,apartment,2.0,133.0,0,0,1,80.0,,0,As new
2434,20156632,1150,745000,house,3.0,130.0,0,0,1,,200.0,0,Good
2477,20194575,9830,745000,house,3.0,175.0,0,0,1,,,0,To restore
6554,20190753,9000,745000,apartment,3.0,163.0,1,0,1,8.0,,0,Good
10332,20042419,1050,745000,apartment,4.0,240.0,0,0,1,,100.0,0,As new
9528,20234182,1050,745000,apartment,2.0,133.0,0,0,1,80.0,,0,Good
3122,20218534,2220,745000,house,3.0,212.0,1,0,1,,,0,Good
647,20209327,1950,745000,house,4.0,195.0,1,0,1,15.0,150.0,0,As new
535,20180316,9230,740000,house,4.0,252.0,0,0,1,40.0,1292.0,0,To be done up
6864,20005376,1040,740000,apartment,3.0,188.0,0,0,1,16.0,,0,Good
5300,20223630,8300,740000,apartment,2.0,72.0,0,0,1,,,0,As new
3363,20198583,1180,739000,house,4.0,240.0,0,0,1,10.0,300.0,0,As new
8170,20242511,8300,739000,apartment,2.0,86.0,0,0,1,,,0,To renovate
9256,20150404,1180,735000,apartment,2.0,138.0,0,0,1,11.0,9.0,0,As new
9643,10090344,3000,732021,apartment,3.0,140.0,0,0,1,24.0,,0,Good
2695,20020801,1190,730000,house,4.0,210.0,0,0,1,21.0,130.0,0,Good
2118,20246093,1325,730000,house,5.0,300.0,1,0,1,50.0,3331.0,0,Good
4451,20206472,9890,730000,house,4.0,436.0,0,0,1,30.0,,0,Good
591,20236928,1082,730000,house,5.0,238.0,1,0,1,,330.0,0,Good
5176,20016076,1180,730000,house,4.0,200.0,0,0,1,35.0,,0,Just renovated
5317,20245452,1050,730000,apartment,3.0,215.0,0,0,1,,,0,Good
10412,20053098,2050,729000,apartment,4.0,310.0,1,0,1,50.0,,0,Just renovated
1474,20230246,8670,729000,house,5.0,233.0,0,0,1,,330.0,0,As new
1087,20228431,3080,725000,house,4.0,235.0,0,0,1,40.0,150.0,0,As new
6961,20043747,8300,725000,apartment,2.0,78.0,1,0,1,,,0,Just renovated
2018,11469529,1070,725000,house,5.0,503.0,0,0,1,28.0,100.0,0,Good
9473,10891420,3080,725000,apartment,2.0,113.0,0,0,1,61.0,,0,Good
3917,11122383,1970,725000,house,4.0,190.0,0,0,1,,257.0,0,To be done up
10005,20176060,1150,725000,apartment,4.0,202.0,0,0,1,4.0,,0,To be done up
4084,20057521,1200,725000,house,6.0,485.0,0,0,1,3.0,55.0,0,To renovate
5175,20166133,2812,725000,house,3.0,312.0,0,0,1,,,0,Good
3742,20141626,8710,725000,house,3.0,465.0,0,0,1,,,0,Good
422,20240235,9030,725000,house,4.0,424.0,1,0,1,,,0,To be done up
6762,20228976,8000,725000,apartment,2.0,180.0,1,0,1,14.0,,0,Good
3362,20157804,2540,725000,house,5.0,320.0,1,0,1,,691.0,0,Good
9206,20141779,2000,725000,apartment,3.0,201.0,0,0,1,,,0,As new
3488,20150510,2440,725000,house,4.0,452.0,1,0,1,,,0,To be done up
3487,20164613,1150,725000,house,5.0,230.0,1,0,1,,,0,To be done up
260,20206658,2801,725000,house,4.0,228.0,1,0,1,80.0,1100.0,0,Good
6418,20167051,1160,725000,apartment,3.0,165.0,1,0,1,13.0,,0,To be done up
4321,20241045,1850,724000,house,4.0,230.0,0,0,1,,,0,To renovate
820,20218207,9940,720000,house,5.0,360.0,0,0,1,,,0,To renovate
1468,20214660,3054,720000,house,6.0,270.0,1,0,1,,,0,To renovate
4123,20235963,8650,720000,house,4.0,180.0,0,0,1,,,0,Good
2080,20205423,9500,720000,house,3.0,286.0,1,0,1,,,0,Good
9908,20147879,2800,719600,apartment,3.0,152.0,1,0,1,56.0,,0,As new
3915,20103401,8470,719000,house,5.0,700.0,0,0,1,40.0,400.0,0,Good
2809,20240901,2310,719000,house,4.0,301.0,1,0,1,,,0,As new
4083,20093360,2820,719000,house,5.0,252.0,0,0,1,,,0,Good
3916,20103399,8470,719000,house,5.0,700.0,0,0,1,40.0,400.0,0,Good
4035,20211283,3053,716000,house,4.0,270.0,1,0,1,21.0,113.0,0,Good
1401,20195494,2890,715000,house,4.0,210.0,1,0,1,,,0,Good
1084,20211799,9960,715000,house,5.0,374.0,1,0,1,,,0,Good
8964,20177555,1160,710000,apartment,3.0,121.0,0,0,1,8.0,,0,As new
2270,20093820,1850,710000,house,4.0,190.0,1,0,1,35.0,1000.0,0,As new
1400,20196075,9190,710000,house,3.0,230.0,1,0,1,60.0,1380.0,0,Good
8472,20007559,8300,710000,apartment,2.0,80.0,0,0,1,,,0,Just renovated
8471,20169983,8300,710000,apartment,2.0,80.0,0,0,1,,,0,Just renovated
2017,20130826,1050,710000,house,3.0,194.0,0,0,1,,,0,As new
6406,20197588,1050,700000,apartment,3.0,203.0,0,0,1,,,0,As new
3673,11137718,1150,700000,house,5.0,210.0,1,0,1,15.0,150.0,0,To renovate
2282,20193820,1700,700000,house,4.0,310.0,0,0,1,40.0,350.0,0,As new
3814,20235251,1320,700000,house,4.0,300.0,0,0,1,70.0,1200.0,1,As new
2204,20219644,1180,700000,house,4.0,189.0,0,0,1,,,0,Good
3763,20200612,5100,700000,house,4.0,215.0,1,0,1,40.0,780.0,1,Good
4296,20178585,9000,699000,house,5.0,262.0,0,0,1,26.0,,0,To be done up
5806,20191336,8300,699000,apartment,2.0,81.0,1,0,1,10.0,,0,Just renovated
132,20246809,9860,699000,house,7.0,876.0,0,0,1,227.0,3263.0,0,To renovate
1680,20221399,2570,699000,house,5.0,303.0,0,0,1,15.0,1050.0,0,Good
3543,20215658,1800,699000,house,6.0,367.0,0,0,1,25.0,200.0,0,Good
8620,20124734,8300,699000,apartment,2.0,102.0,0,1,1,7.0,,0,Good
6377,20241339,1180,699000,apartment,3.0,172.0,0,0,1,12.0,,0,Just renovated
2433,20190522,3000,699000,house,6.0,306.0,0,0,1,,,0,To renovate
3096,20138381,9320,699000,house,5.0,307.0,0,0,1,40.0,2365.0,0,To be done up
5466,20220047,2950,699000,apartment,3.0,213.0,1,0,1,20.0,,0,Good
6914,20176638,8300,699000,apartment,2.0,102.0,1,0,1,,,0,Good
5505,20239870,8400,699000,apartment,2.0,97.0,0,0,1,,,0,As new
1547,20230411,7863,699000,house,4.0,284.0,0,0,1,,8400.0,0,Just renovated
7961,20201116,9000,699000,apartment,4.0,150.0,1,0,1,41.0,,0,Good
3727,20202531,4120,699000,house,4.0,227.0,1,0,1,,,1,Good
3671,20165305,1020,699000,house,5.0,260.0,0,0,1,45.0,80.0,0,As new
3672,10983250,9790,699000,house,4.0,386.0,0,0,1,,,0,To be done up
1593,20206266,4340,699000,house,5.0,295.0,1,0,1,40.0,324.0,0,As new
6276,20241916,2000,699000,apartment,1.0,160.0,1,0,1,18.0,93.0,0,As new
6277,20241915,2000,699000,apartment,1.0,160.0,1,0,1,18.0,93.0,0,As new
10411,20102478,8300,699000,apartment,2.0,75.0,0,0,1,,,0,Good
7255,20165105,1150,699000,apartment,2.0,187.0,0,0,1,24.0,,0,As new
7962,20201109,9000,699000,apartment,4.0,150.0,1,0,1,41.0,,0,Good
6278,20241917,2000,699000,apartment,1.0,160.0,1,0,1,18.0,93.0,0,As new
393,20223883,9080,699000,house,4.0,297.0,0,0,1,22.0,250.0,0,As new
711,20239886,1731,699000,house,4.0,350.0,1,0,1,,350.0,0,Good
4532,20209483,9120,699000,house,3.0,320.0,0,0,1,,,0,As new
486,20222826,1150,698000,house,4.0,332.0,1,0,1,4.0,,0,To be done up
2783,20146097,9041,698000,house,3.0,210.0,1,0,1,40.0,500.0,0,Good
1364,20180438,2860,698000,house,4.0,175.0,1,0,1,,,0,Good
2784,20146099,9070,698000,house,3.0,210.0,1,0,1,40.0,500.0,0,Good
7308,20118419,2800,698000,apartment,2.0,224.0,1,0,1,10.0,785.0,0,Just renovated
9085,20235825,2000,697500,apartment,3.0,147.0,1,0,1,13.0,,0,Good
176,20209132,1970,697500,house,3.0,122.0,0,0,1,10.0,1890.0,0,Just renovated
1788,20221120,8380,695000,house,4.0,261.0,0,0,1,,,0,Good
3549,20189864,9300,695000,house,4.0,280.0,0,0,1,,,0,Good
10410,11474317,1000,695000,apartment,2.0,173.0,0,0,1,53.0,,0,As new
6443,20108262,1050,695000,apartment,2.0,150.0,1,0,1,,,0,Just renovated
1835,20215693,9032,695000,house,3.0,300.0,0,0,1,,931.0,0,As new
4283,20179975,9810,695000,house,4.0,241.0,0,0,1,,,0,Good
532,20211683,9800,695000,house,3.0,385.0,0,0,1,124.0,1105.0,1,Good
4295,20165023,8860,695000,house,4.0,256.0,0,0,1,,,1,Just renovated
5226,20223672,8510,695000,house,4.0,367.0,0,0,1,,,0,As new
1266,20214418,2040,695000,house,7.0,355.0,1,0,1,,3115.0,1,Good
1700,20232344,1380,695000,house,3.0,145.0,0,0,1,,,0,As new
6960,10276622,3500,695000,apartment,2.0,235.0,0,0,1,20.0,,0,As new
2055,20219286,1850,695000,house,6.0,432.0,1,0,1,48.0,500.0,0,As new
7789,20162152,1050,695000,apartment,2.0,150.0,0,0,1,,,0,As new
2031,20159906,9230,695000,house,4.0,320.0,0,0,1,11.0,42.0,0,Good
3572,20054923,9700,695000,house,5.0,447.0,0,0,1,13.0,,0,As new
167,20220254,1060,695000,house,4.0,255.0,1,0,1,15.0,65.0,0,To be done up
3150,20139589,4557,695000,house,4.0,181.0,1,0,1,9.0,5743.0,0,Good
5290,20244492,1040,695000,apartment,3.0,167.0,0,0,1,6.0,,0,Good
3486,20201071,1540,695000,house,4.0,300.0,0,0,1,,,0,Good
8120,20169984,8300,695000,apartment,2.0,68.0,0,1,1,,,0,Just renovated
8119,20080409,1180,695000,apartment,4.0,168.0,1,0,1,6.0,,0,Good
10076,11485743,1150,695000,apartment,3.0,150.0,0,0,1,18.0,,0,As new
8284,20105786,1050,695000,apartment,2.0,150.0,1,0,1,,,0,As new
3914,20070811,9255,695000,house,3.0,217.0,0,0,1,,,1,As new
1729,20192965,1150,695000,house,4.0,221.0,0,0,1,10.0,50.0,0,As new
2016,20135073,9600,695000,house,5.0,428.0,1,0,1,,,0,As new
3913,10687097,8300,695000,house,3.0,128.0,0,0,1,,34.0,0,Good
10330,20056484,4000,695000,apartment,3.0,192.0,0,0,1,100.0,,0,As new
3485,20152610,1300,695000,house,9.0,420.0,1,0,1,,,0,Good
10331,10599104,8300,695000,apartment,2.0,75.0,0,0,1,,,0,Just renovated
8566,20243343,1050,695000,apartment,3.0,152.0,0,0,1,16.0,,0,Good
10466,20215070,8530,695000,apartment,2.0,150.0,0,0,1,12.0,,0,As new
5521,20226255,1050,695000,apartment,3.0,144.0,1,0,1,35.0,,0,To be done up
1029,20231226,1741,695000,house,4.0,358.0,1,0,1,23.0,2300.0,0,Good
8619,10498034,8300,695000,apartment,2.0,78.0,1,1,1,,,0,Good
6550,20209319,8301,695000,apartment,2.0,69.0,0,0,1,16.0,,0,To renovate
4311,20184368,1420,695000,house,4.0,240.0,0,0,1,23.0,150.0,0,As new
6458,20228940,1040,695000,apartment,3.0,113.0,0,0,1,26.0,,0,As new
3871,11216774,1200,695000,house,7.0,301.0,1,0,1,,70.0,0,Good
5040,20173071,8300,695000,house,5.0,224.0,1,0,1,,55.0,0,Good
5070,20158715,1703,695000,house,4.0,425.0,0,0,1,,1500.0,1,To renovate
6143,20219616,2550,695000,apartment,4.0,240.0,1,0,1,27.0,,0,Good
8010,20152729,8300,695000,apartment,2.0,77.0,1,1,1,,,0,Just renovated
9936,11461875,8301,695000,apartment,2.0,88.0,0,0,1,,,0,To renovate
2179,20119100,1853,695000,house,5.0,211.0,0,0,1,58.0,930.0,0,As new
9935,11219039,8300,695000,apartment,2.0,88.0,0,0,1,,,0,To renovate
2217,20232365,1310,695000,house,3.0,145.0,0,0,1,,,0,As new
6863,11421989,8300,695000,apartment,2.0,88.0,0,1,1,15.0,85.0,0,As new
