Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition
7483,20158145,3000,673294,apartment,3.0,167.0,1,0,1,15.0,66.0,0,As new
1629,20226647,6700,672000,house,6.0,330.0,1,0,1,,,0,Good
2268,20178425,1970,670000,house,4.0,260.0,1,0,1,1.0,1.0,0,To be done up
826,20229222,2500,670000,house,6.0,446.0,1,0,1,,,1,Good
1028,20231992,1150,670000,house,4.0,180.0,0,0,1,,170.0,0,To renovate
2331,20216938,6280,670000,house,7.0,350.0,0,0,1,,,0,As new
7303,11303355,8530,669000,apartment,3.0,144.0,0,0,1,51.0,,0,Good
1564,20245971,9402,669000,house,7.0,250.0,1,0,1,,1022.0,0,Good
8616,11264003,8300,669000,apartment,3.0,96.0,1,0,1,,,0,Good
232,20226056,2460,669000,house,4.0,495.0,0,0,1,,,0,Good
10073,20086093,2600,669000,apartment,5.0,202.0,0,0,1,,14.0,0,Just renovated
10329,20100314,8300,669000,apartment,2.0,83.0,0,0,1,3.0,,0,Just renovated
9713,20226129,8300,669000,apartment,2.0,83.0,0,1,1,3.0,,0,As new
6059,20240429,9000,666410,apartment,2.0,92.0,0,0,1,9.0,,0,As new
2085,20158108,3000,665935,house,5.0,243.0,1,0,1,12.0,1.0,0,As new
2310,20156875,8820,665000,house,4.0,280.0,1,0,1,,,0,Good
2686,20241308,2500,665000,house,4.0,288.0,0,0,1,32.0,135.0,0,As new
2806,20241360,2310,665000,house,4.0,180.0,1,0,1,,,0,As new
245,20242947,9150,665000,house,3.0,251.0,0,0,1,,,0,Good
7253,20128628,1000,665000,apartment,2.0,142.0,0,0,1,35.0,,0,As new
426,20228446,2850,665000,house,6.0,273.0,0,0,1,,12.0,1,Good
6079,20226476,8300,665000,apartment,2.0,77.0,0,0,1,,,0,Just renovated
9180,11258834,8300,662000,apartment,1.0,68.0,0,0,1,,,0,Good
9266,20229394,1180,660000,apartment,2.0,167.0,0,0,1,,,0,As new
5591,20230997,1180,660000,apartment,2.0,142.0,0,0,1,28.0,,0,As new
8118,20151422,1020,655000,apartment,2.0,190.0,0,0,1,38.0,1.0,0,Good
86,20230047,9000,655000,house,4.0,237.0,0,0,1,,,0,To be done up
404,20242476,8870,655000,house,3.0,357.0,0,0,1,,,0,Good
6058,20240430,9000,653049,apartment,1.0,77.0,0,0,1,8.0,,0,As new
7861,20147737,1200,650000,apartment,3.0,135.0,0,0,1,15.0,,0,As new
4080,20125655,1410,650000,house,4.0,270.0,0,0,1,,,0,To renovate
8615,20008432,1150,650000,apartment,3.0,160.0,0,0,1,,,0,Good
3669,20111306,1540,650000,house,3.0,210.0,0,0,1,,4603.0,0,To renovate
3693,20209631,9800,650000,house,4.0,251.0,1,0,1,,,0,Good
10,20242604,1150,650000,house,3.0,142.0,0,0,1,12.0,100.0,0,Good
1777,20243301,9340,650000,house,4.0,296.0,0,0,1,,,0,To renovate
7252,20208553,1050,650000,apartment,2.0,105.0,0,0,1,13.0,,0,As new
313,20233018,9890,650000,house,4.0,212.0,0,0,1,32.0,185.0,0,As new
3909,20053432,1200,650000,house,4.0,206.0,0,0,1,,25.0,0,Good
9709,20182409,1180,650000,apartment,3.0,175.0,0,0,1,24.0,,0,As new
6527,20150528,1180,650000,apartment,2.0,107.0,0,0,1,16.0,52.0,0,As new
2014,20102927,1930,650000,house,4.0,202.0,1,1,1,25.0,400.0,0,Good
1622,20213070,2870,650000,house,4.0,312.0,0,0,1,,273.0,1,Good
2233,20215955,1950,650000,house,3.0,227.0,0,0,1,,35.0,0,To renovate
9934,10896843,1150,650000,apartment,2.0,144.0,0,0,1,19.0,,0,As new
6862,10977239,8300,650000,apartment,2.0,88.0,1,1,1,4.0,,0,Good
5169,11199951,1200,650000,house,4.0,211.0,0,0,1,,20.0,0,Good
5170,20058895,1501,650000,house,5.0,290.0,1,0,1,90.0,,0,Just renovated
5171,11457352,4970,650000,house,4.0,188.0,0,1,1,35.0,957.0,0,As new
7392,20163684,1180,650000,apartment,2.0,107.0,0,0,1,16.0,52.0,0,As new
7407,20177182,1160,650000,apartment,3.0,138.0,0,0,1,4.0,,0,As new
2088,20141079,1150,650000,house,4.0,160.0,0,0,1,,145.0,0,Good
6585,20101296,8300,650000,apartment,2.0,89.0,1,0,1,8.0,,0,Good
3869,20115413,1300,650000,house,4.0,262.0,1,0,1,40.0,215.0,0,Good
6362,20229541,1200,650000,apartment,4.0,145.0,0,0,1,,,0,As new
414,20245825,2060,650000,house,4.0,250.0,0,0,1,,,0,Good
3591,20191677,8930,650000,house,9.0,683.0,0,0,1,,,0,Good
3570,20001845,1880,650000,house,4.0,250.0,0,0,1,,,0,To be done up
8780,20141975,1040,650000,apartment,2.0,100.0,1,0,1,43.0,,0,Good
881,20235879,3360,650000,house,4.0,213.0,0,0,1,,,0,Good
3196,20182993,3220,650000,house,5.0,262.0,0,0,1,,,0,As new
2402,20207334,9690,650000,house,4.0,290.0,1,0,1,,,0,Good
2409,20209136,1200,650000,house,3.0,225.0,0,0,1,,230.0,0,Good
856,20221048,1390,650000,house,6.0,300.0,1,0,1,,,0,Good
2929,20230115,1495,650000,house,4.0,206.0,0,0,1,136.0,2081.0,0,As new
10072,20098574,8400,650000,apartment,3.0,110.0,0,0,1,,,0,Good
2281,20156752,1070,650000,house,6.0,285.0,1,0,1,18.0,443.0,0,Good
890,20235670,8580,650000,house,2.0,225.0,0,0,1,,,0,Good
8903,20231117,1050,650000,apartment,2.0,132.0,1,0,1,,,0,As new
6162,20235671,8580,650000,apartment,2.0,225.0,0,0,1,,,0,Good
5168,11407305,1030,650000,house,6.0,325.0,0,0,1,24.0,140.0,0,To renovate
8980,20230564,8300,649500,apartment,2.0,93.0,0,0,1,,,0,As new
9179,20044769,8300,649500,apartment,2.0,93.0,0,0,1,,,0,Good
4079,11465942,2610,649000,house,6.0,270.0,0,0,1,,106.0,0,Good
4282,20161846,9400,649000,house,3.0,158.0,0,0,1,70.0,4500.0,0,As new
283,20221156,8870,649000,house,4.0,242.0,1,0,1,,,1,Good
8117,20080902,8300,649000,apartment,3.0,93.0,0,0,1,5.0,,0,Just renovated
302,20235537,1800,649000,house,4.0,213.0,0,0,1,,150.0,0,As new
3470,20181545,9550,649000,house,4.0,266.0,1,0,1,,,1,Good
9708,20145557,1180,649000,apartment,3.0,172.0,0,0,1,35.0,,0,As new
557,20213977,1160,649000,house,4.0,170.0,0,0,1,15.0,87.0,0,Good
3048,20168666,2050,649000,house,6.0,212.0,1,0,1,25.0,180.0,0,Good
251,20222945,2200,649000,house,3.0,332.0,1,0,1,,,0,Good
1003,20225663,1740,649000,house,4.0,250.0,0,0,1,,300.0,0,Good
3569,11476760,1060,649000,house,6.0,290.0,0,0,1,20.0,50.0,0,To renovate
3868,20107050,1310,649000,house,4.0,172.0,1,0,1,,800.0,0,Good
1602,20243519,9570,649000,house,3.0,175.0,0,0,1,16.0,500.0,0,As new
5813,20211398,9000,649000,apartment,3.0,168.0,0,0,1,15.0,,0,As new
2279,20207468,1652,649000,house,4.0,237.0,0,0,1,15.0,760.0,0,As new
3667,20048119,2830,649000,house,4.0,195.0,0,0,1,38.0,,0,Good
9205,20179560,8300,649000,apartment,2.0,75.0,1,0,1,,45.0,0,As new
693,20235366,1780,649000,house,4.0,253.0,0,0,1,,350.0,0,To be done up
6861,20143805,2060,649000,apartment,6.0,194.0,1,0,1,79.0,,0,Good
5167,20092550,8600,649000,house,2.0,189.0,0,0,1,,,0,As new
4593,20219624,9200,649000,house,5.0,230.0,0,0,1,,,0,Good
8169,20238657,2550,649000,apartment,2.0,179.0,0,0,1,25.0,,0,As new
6860,20143808,2060,649000,apartment,6.0,194.0,1,0,1,79.0,,0,Good
1633,20161844,9400,649000,house,3.0,158.0,0,0,1,70.0,4500.0,0,As new
10408,20104494,8300,649000,apartment,3.0,110.0,1,0,1,,,0,Just renovated
6549,20210510,8300,649000,apartment,2.0,107.0,0,0,1,,,0,Just renovated
342,20246583,1390,649000,house,10.0,407.0,1,0,1,10.0,,0,To renovate
120,20242640,2890,649000,house,5.0,174.0,1,0,1,75.0,,1,Good
3186,20234197,1731,649000,house,5.0,166.0,0,0,1,,,0,As new
5225,20183999,9600,649000,house,7.0,336.0,0,0,1,,,0,Good
5763,20159753,1200,649000,apartment,4.0,175.0,0,0,1,42.0,,0,As new
3195,20174885,8200,649000,house,3.0,137.0,1,0,1,,268.0,0,As new
2049,20233982,9810,649000,house,4.0,302.0,0,0,1,29.0,442.0,0,Good
1689,20205552,9050,649000,house,4.0,267.0,0,0,1,,,0,To renovate
8283,20152826,8400,649000,apartment,2.0,104.0,0,0,1,,,0,As new
3147,20194543,3053,649000,house,3.0,190.0,0,0,1,44.0,,0,Good
3567,11320710,1020,649000,house,4.0,240.0,1,0,1,8.0,140.0,0,Good
3531,20074216,4460,649000,house,4.0,345.0,1,0,1,80.0,2043.0,0,Good
3146,20194561,3050,649000,house,3.0,190.0,0,0,1,44.0,,0,Good
1414,20127472,3220,648000,house,3.0,189.0,0,0,1,,,0,As new
9177,20146132,8301,648000,apartment,2.0,80.0,1,1,1,25.0,,0,Just renovated
8008,20134500,2060,648000,apartment,2.0,200.0,1,0,1,12.0,,0,Good
8009,20133345,2140,648000,apartment,2.0,200.0,1,0,1,12.0,,0,Good
8928,20160397,8300,648000,apartment,2.0,80.0,0,0,1,,,0,Just renovated
7653,20191699,8301,648000,apartment,2.0,80.0,0,1,1,,,0,Just renovated
7302,20127259,9800,647000,apartment,2.0,121.0,1,0,1,14.0,,0,Good
848,20228403,9860,645000,house,4.0,230.0,1,0,1,,,0,Good
3908,20150691,9230,645000,house,8.0,579.0,0,0,1,,,0,To renovate
3867,20118793,7624,645000,house,3.0,251.0,0,0,1,,,0,Just renovated
6333,20228656,1050,645000,apartment,3.0,191.0,1,0,1,,,0,To be done up
2223,20239139,8890,645000,house,5.0,404.0,0,0,1,,,1,As new
1211,20244822,1180,645000,house,5.0,225.0,1,0,1,15.0,370.0,0,Good
2322,20239138,8890,645000,house,5.0,404.0,0,0,1,,,1,As new
7966,20201290,9000,645000,apartment,3.0,170.0,0,0,1,15.0,,0,Just renovated
10057,20065646,8400,645000,apartment,3.0,120.0,1,0,1,,,0,Good
7251,20193067,1000,645000,apartment,2.0,138.0,0,0,1,10.0,90.0,0,Good
4003,20127473,3052,645000,house,5.0,234.0,0,0,1,,,0,Good
10407,20068713,8300,645000,apartment,2.0,83.0,0,0,1,16.0,,0,Good
8007,11241195,1150,645000,apartment,3.0,175.0,0,0,1,40.0,50.0,0,Good
8282,20046743,8301,645000,apartment,2.0,91.0,1,0,1,11.0,,0,Good
9038,20022619,1180,645000,apartment,3.0,151.0,0,0,1,18.0,,0,To renovate
1189,20232798,9050,645000,house,3.0,239.0,0,0,1,,,0,Good
2012,11169319,1200,645000,house,4.0,190.0,1,0,1,25.0,400.0,0,Good
3946,20220838,2570,645000,house,3.0,255.0,0,0,1,,,0,As new
4519,20233241,1410,645000,house,6.0,265.0,0,0,1,,1151.0,0,Good
6526,20178497,1160,644100,apartment,3.0,129.0,0,0,1,23.0,69.0,0,As new
2782,11456785,4400,640000,house,4.0,230.0,1,0,1,,2000.0,0,Good
744,20246702,1760,640000,house,5.0,320.0,1,0,1,50.0,5000.0,0,As new
8006,20146573,1040,640000,apartment,2.0,135.0,0,0,1,9.0,,0,As new
759,20222713,2970,640000,house,3.0,241.0,1,0,1,,,0,Good
8238,20166759,8300,640000,apartment,2.0,80.0,0,0,1,4.0,,0,Good
1501,20212255,6750,639000,house,4.0,277.0,0,0,1,60.0,1805.0,0,As new
7363,20154889,1180,639000,apartment,3.0,167.0,0,0,1,38.0,,0,Good
10231,20154850,1180,639000,apartment,3.0,168.0,0,0,1,30.0,,0,Good
1174,20222518,2328,639000,house,4.0,265.0,1,0,1,,,1,As new
1315,20240741,1820,639000,house,3.0,170.0,1,1,1,,,0,Good
5948,20235485,8790,635000,apartment,3.0,160.0,0,0,1,50.0,,0,Good
5039,20189114,1060,635000,house,5.0,259.0,0,0,1,1.0,,0,Good
8614,10430548,1150,635000,apartment,3.0,160.0,0,0,1,17.0,17.0,0,As new
2923,20174109,2870,635000,house,3.0,278.0,1,0,1,,,0,Good
743,20246734,8730,635000,house,3.0,171.0,0,0,1,25.0,1310.0,0,As new
238,20239910,8620,635000,house,4.0,187.0,0,0,1,,,0,Good
6957,11393123,1040,635000,apartment,2.0,115.0,0,0,1,1.0,,0,Just renovated
4450,20184669,1440,635000,house,5.0,220.0,0,0,1,,800.0,0,Good
7697,20139490,1180,635000,apartment,2.0,113.0,0,0,1,8.0,,0,As new
8116,20092482,9000,635000,apartment,1.0,135.0,0,0,1,,,0,Good
3049,20242348,8554,635000,house,4.0,300.0,0,0,1,,,0,To renovate
9541,20138064,1180,635000,apartment,3.0,125.0,0,0,1,36.0,276.0,0,As new
2928,20229260,1745,630000,house,3.0,263.0,0,0,1,,,0,As new
3047,20133628,2800,630000,house,5.0,273.0,0,0,1,27.0,75.0,0,As new
4077,11325628,3001,630000,house,4.0,198.0,1,0,1,,,0,Good
4914,20232001,1160,630000,house,4.0,142.0,0,0,1,,46.0,0,Good
1399,20196290,5070,630000,house,5.0,350.0,1,0,1,,,0,Just renovated
4263,20223815,1410,630000,house,4.0,210.0,0,0,1,45.0,230.0,0,As new
166,20219508,1970,630000,house,3.0,155.0,1,0,1,,200.0,0,To renovate
8258,20191683,8300,630000,apartment,2.0,78.0,0,0,1,,,0,Good
6081,20244073,1030,630000,apartment,3.0,252.0,0,0,1,,,0,To renovate
7533,20147309,1200,630000,apartment,3.0,126.0,0,0,1,14.0,18.0,0,As new
4076,11418098,1541,629000,house,3.0,213.0,1,0,1,25.0,6000.0,0,Good
4075,11418097,1540,629000,house,3.0,213.0,1,0,1,25.0,6000.0,0,Good
4324,20218055,9000,629000,house,4.0,238.0,0,0,1,,,0,To be done up
7301,11436879,8400,629000,apartment,2.0,120.0,1,0,1,23.0,,0,Good
8115,20130139,1000,628000,apartment,3.0,150.0,1,1,1,12.0,,0,Good
5862,20188374,1180,625000,apartment,3.0,172.0,0,0,1,20.0,,0,Just renovated
1221,20226414,1150,625000,house,2.0,144.0,1,0,1,14.0,60.0,0,Good
386,20172872,1020,625000,house,4.0,200.0,1,0,1,120.0,1000.0,0,To renovate
5721,20159639,1200,625000,apartment,3.0,160.0,0,0,1,13.0,,0,As new
10028,20233992,8300,625000,apartment,2.0,86.0,0,0,1,,,0,As new
6956,11413568,1200,625000,apartment,3.0,113.0,0,0,1,7.0,,0,Just renovated
4449,20204799,2018,625000,house,3.0,180.0,0,0,1,11.0,53.0,0,As new
7805,20243136,8300,625000,apartment,2.0,88.0,0,0,1,,,0,Good
2011,11458840,9700,625000,house,4.0,293.0,0,0,1,,,0,Good
4184,20190774,2860,625000,house,4.0,189.0,0,0,1,,,0,Good
9472,20057515,1200,625000,apartment,2.0,116.0,0,0,1,13.0,,0,As new
9176,11296214,8300,625000,apartment,2.0,86.0,1,1,1,,,0,Good
3566,20206156,1160,625000,house,3.0,154.0,0,0,1,,200.0,0,Good
3637,20226420,7943,625000,house,5.0,404.0,0,0,1,,,1,As new
2222,20238403,9991,625000,house,3.0,155.0,0,0,1,,,0,Good
2221,20238404,9990,625000,house,3.0,155.0,0,0,1,,,0,Good
2959,20214229,1950,625000,house,4.0,165.0,0,0,1,12.0,170.0,0,To be done up
5385,20211944,1060,625000,apartment,1.0,150.0,0,0,1,25.0,,0,As new
140,20242317,1160,625000,house,3.0,176.0,0,0,1,34.0,155.0,0,As new
10092,11179337,1200,625000,apartment,2.0,116.0,0,0,1,13.0,,0,As new
1914,20156467,8300,625000,house,4.0,212.0,0,0,1,,1255.0,0,Good
3411,20215076,8570,625000,house,4.0,600.0,1,0,1,,,0,To be done up
8168,20239734,8300,625000,apartment,2.0,110.0,0,0,1,10.0,,0,As new
7300,20051266,1150,625000,apartment,4.0,155.0,0,0,1,15.0,,0,As new
9612,20242497,8300,625000,apartment,2.0,78.0,0,0,1,,,0,As new
6584,11468014,2800,625000,apartment,1.0,111.0,1,0,1,32.0,,0,Good
2781,11491657,2520,625000,house,5.0,275.0,1,0,1,20.0,1310.0,1,Good
1241,20246199,2860,625000,house,4.0,303.0,1,0,1,32.0,,0,Good
6633,20196500,1200,625000,apartment,3.0,156.0,0,0,1,,65.0,0,Good
8005,10058245,8300,625000,apartment,2.0,89.0,1,0,1,,,0,Good
2569,20158098,3000,624333,house,6.0,236.0,1,0,1,12.0,1.0,0,As new
1628,20245407,9420,624000,house,4.0,260.0,1,0,1,,,0,Good
2297,20242741,2811,622549,house,4.0,203.0,1,0,1,,235.0,0,Good
1728,20187609,1370,620000,house,5.0,326.0,1,0,1,60.0,485.0,0,Good
5879,20235897,2050,620000,apartment,4.0,183.0,0,0,1,,,0,As new
8613,10599019,8400,620000,apartment,2.0,195.0,0,0,1,,,0,To renovate
1020,20216868,3320,620000,house,5.0,326.0,1,0,1,60.0,485.0,0,Good
5199,20215766,7387,620000,house,3.0,365.0,0,0,1,100.0,5000.0,0,Just renovated
1019,20216869,1357,620000,house,5.0,326.0,1,0,1,60.0,485.0,0,Good
1374,20233962,2390,620000,house,2.0,176.0,0,0,1,22.0,,0,Good
8998,20156736,8370,620000,apartment,6.0,272.0,0,1,1,,,0,Just renovated
7959,20236848,2000,620000,apartment,2.0,170.0,0,0,1,20.0,,0,As new
10406,11443899,8300,620000,apartment,2.0,85.0,0,0,1,,,0,Just renovated
3565,11401737,4480,620000,house,5.0,320.0,0,0,1,,1000.0,0,To renovate
9696,20174323,1000,620000,apartment,3.0,125.0,0,0,1,30.0,100.0,0,As new
17,20243204,9030,620000,house,4.0,265.0,0,0,1,30.0,478.0,0,Good
282,20224734,9070,620000,house,3.0,197.0,0,0,1,,,0,To be done up
3960,20232930,1700,619000,house,3.0,196.0,0,0,1,,,0,Good
5224,20224576,3583,619000,house,3.0,282.0,0,0,1,,,0,Good
171,20232218,9000,619000,house,4.0,247.0,1,0,1,,,0,To be done up
3529,20024122,9000,618000,house,4.0,225.0,0,0,1,50.0,126.0,0,Good
9665,20220230,3000,616000,apartment,3.0,116.0,1,0,1,11.0,,0,As new
10056,11378065,9000,615000,apartment,3.0,104.0,0,0,1,11.0,,0,Good
8004,11329273,8300,615000,apartment,2.0,86.0,1,0,1,,,0,Good
2267,20168121,3020,615000,house,3.0,226.0,1,0,1,,,0,Good
4320,20244691,2235,615000,house,3.0,250.0,0,0,1,,,0,As new
7287,20213336,1150,615000,apartment,2.0,125.0,0,0,1,1.0,,0,As new
1272,20227722,3020,615000,house,4.0,224.0,0,0,1,,751.0,0,To renovate
1865,20230610,9112,615000,house,4.0,305.0,0,0,1,,,0,As new
6048,20194916,8300,615000,apartment,2.0,91.0,0,0,1,,,0,Just renovated
1157,20154316,1930,615000,house,4.0,235.0,0,0,1,50.0,150.0,0,As new
29,20246513,8670,610000,house,4.0,354.0,0,0,1,,448.0,0,As new
4540,20160712,9290,610000,house,4.0,255.0,1,0,1,,,0,Good
7989,20146536,1330,610000,apartment,3.0,131.0,0,0,1,13.0,,0,As new
8114,20018122,8300,610000,apartment,2.0,63.0,0,0,1,,,0,Just renovated
5165,11127598,9800,609987,house,4.0,219.0,1,0,1,,,0,Good
745,20226554,7880,605250,house,3.0,300.0,0,0,1,41.0,2300.0,0,Good
3528,20145375,6120,605000,house,4.0,218.0,0,0,1,66.0,750.0,1,As new
3907,11448119,1740,605000,house,4.0,249.0,0,1,1,30.0,,0,Good
5164,11127600,9800,604987,house,4.0,219.0,1,0,1,,,0,Good
8113,20109298,8300,600000,apartment,2.0,62.0,0,0,1,,,0,As new
1389,20188765,1970,600000,house,4.0,214.0,1,0,1,24.0,87.0,0,Good
9113,20241780,8300,600000,apartment,2.0,62.0,0,1,1,,,0,Just renovated
7362,11440090,1150,600000,apartment,3.0,160.0,0,0,1,40.0,290.0,0,Good
10404,20078385,8300,600000,apartment,2.0,55.0,0,0,1,,,0,Good
10405,11459595,8300,600000,apartment,2.0,50.0,0,1,1,,,0,Just renovated
982,20228553,1653,600000,house,8.0,850.0,1,0,1,,480.0,0,To renovate
10071,11380032,6220,600000,apartment,4.0,335.0,0,0,1,,,0,Just renovated
3813,20235337,1457,600000,house,4.0,180.0,0,0,1,,,0,As new
6955,11026403,8300,600000,apartment,2.0,55.0,1,0,1,,,0,Just renovated
6738,20210018,1050,600000,apartment,3.0,178.0,0,0,1,,,0,Good
6859,20069334,1180,600000,apartment,4.0,199.0,0,0,1,20.0,,0,As new
606,20222515,2390,599900,house,4.0,300.0,0,0,1,,1300.0,0,Just renovated
1413,20229883,9990,599500,house,4.0,200.0,1,0,1,,,0,As new
641,20231804,8310,599000,house,4.0,288.0,1,0,1,50.0,550.0,1,To be done up
3666,11457218,4000,599000,house,4.0,300.0,1,0,1,,,0,To renovate
402,20241683,2800,599000,house,3.0,169.0,1,0,1,23.0,115.0,0,Just renovated
1088,20244013,9000,599000,house,4.0,177.0,0,0,1,13.0,,0,As new
7400,20225927,8370,599000,apartment,2.0,133.0,0,0,1,13.0,,0,As new
7516,20214496,8301,599000,apartment,2.0,85.0,0,1,1,,,0,Good
403,20241682,2811,599000,house,3.0,169.0,1,0,1,23.0,115.0,0,Just renovated
2920,20107739,4000,599000,house,6.0,404.0,1,0,1,25.0,100.0,0,Good
8612,11437121,8420,599000,apartment,2.0,103.0,0,0,1,,,0,As new
8611,20192226,1190,599000,apartment,2.0,166.0,0,0,1,36.0,,0,As new
2780,20017835,1070,599000,house,3.0,160.0,0,0,1,30.0,90.0,0,As new
5348,20214389,8301,599000,apartment,2.0,88.0,0,1,1,,,0,Good
1797,20214362,8500,599000,house,7.0,362.0,1,0,1,,,0,Just renovated
4074,11067417,9400,599000,house,6.0,537.0,0,0,1,,,0,Good
3398,20202528,4121,599000,house,3.0,209.0,1,0,1,,,0,Good
8973,20157036,1000,599000,apartment,2.0,173.0,0,0,1,53.0,,0,As new
4128,20213552,8560,599000,house,5.0,381.0,0,0,1,,370.0,0,As new
3866,20149769,2970,599000,house,4.0,204.0,0,0,1,,,0,Good
2309,20129894,8450,599000,house,3.0,240.0,0,0,1,,,0,To be done up
2401,20206843,8560,599000,house,4.0,265.0,1,0,1,,370.0,0,Good
2414,20183757,1785,599000,house,3.0,193.0,1,0,1,,,0,Good
10070,11205116,8430,599000,apartment,3.0,133.0,1,0,1,,,0,Good
1439,20219285,9500,599000,house,3.0,208.0,0,0,1,9.0,,0,As new
8979,20229010,8300,599000,apartment,3.0,95.0,0,0,1,,,0,As new
10069,20105789,1200,599000,apartment,3.0,155.0,1,0,1,45.0,,0,Good
6258,20242005,8370,599000,apartment,3.0,82.0,0,0,1,4.0,,0,As new
1440,20219281,9500,599000,house,3.0,208.0,0,0,1,9.0,,0,As new
3390,20235550,2630,599000,house,3.0,211.0,0,0,1,150.0,600.0,0,As new
225,20231717,1880,599000,house,2.0,230.0,0,0,1,,,0,To renovate
3145,20208253,9060,599000,house,4.0,280.0,1,0,1,,130.0,1,As new
7965,20128022,1200,599000,apartment,3.0,138.0,0,0,1,,,0,Good
6715,20205340,4020,599000,apartment,5.0,388.0,0,0,1,,,0,To be done up
3690,20186400,2235,599000,house,5.0,347.0,0,0,1,,,0,As new
2159,20234192,1730,599000,house,5.0,205.0,0,0,1,,140.0,0,As new
6954,20109237,8300,599000,apartment,2.0,80.0,1,0,1,,,0,Good
1834,20214751,1755,599000,house,3.0,350.0,0,0,1,,,0,Good
7804,20238385,9000,599000,apartment,2.0,174.0,0,0,1,,,0,Good
5450,20212995,2000,598500,apartment,2.0,129.0,0,0,1,10.0,1400.0,0,As new
2010,20071014,9700,598500,house,3.0,200.0,1,0,1,,,0,Good
2826,20172987,8572,598000,house,3.0,200.0,1,0,1,,,1,Good
1787,20219998,1932,598000,house,4.0,170.0,0,0,1,,,0,As new
10068,20134748,1050,598000,apartment,3.0,123.0,0,0,1,12.0,100.0,0,To renovate
5163,20105020,9000,598000,house,4.0,235.0,1,0,1,,,0,To renovate
3209,20161285,9240,598000,house,4.0,185.0,1,0,1,,800.0,0,Good
2685,20134396,8300,598000,house,3.0,146.0,0,0,1,,,0,Just renovated
9540,20179990,8301,598000,apartment,2.0,96.0,0,0,1,,,0,Just renovated
3906,11338661,1150,598000,house,3.0,135.0,0,0,1,7.0,30.0,0,Good
10403,11329951,1150,598000,apartment,3.0,135.0,0,0,1,7.0,30.0,0,Good
3115,20214445,8650,597500,house,3.0,201.0,1,0,1,,,0,Good
1120,20234554,2100,597000,house,5.0,242.0,1,0,1,18.0,63.0,0,As new
3391,20233110,3980,596500,house,3.0,322.0,0,0,1,,1.0,0,As new
907,20244929,2100,596000,house,5.0,278.0,0,0,1,,,0,To be done up
1913,20232801,9000,595000,house,3.0,182.0,0,0,1,,,0,Good
439,20237920,4900,595000,house,4.0,214.0,0,0,1,18.0,2908.0,1,Good
8587,20229461,8500,595000,apartment,3.0,195.0,0,0,1,35.0,,0,As new
621,20243389,8792,595000,house,3.0,200.0,0,0,1,,,0,Good
582,20231155,2630,595000,house,3.0,282.0,1,0,1,26.0,64.0,0,Just renovated
9389,20147738,1150,595000,apartment,3.0,170.0,1,0,1,22.0,,0,To renovate
7103,20224300,1160,595000,apartment,3.0,105.0,0,0,1,,,0,Just renovated
7645,20238482,1180,595000,apartment,3.0,172.0,1,0,1,8.0,,0,Good
5056,20195222,9320,595000,house,6.0,265.0,0,0,1,,,0,Good
3903,20127840,1340,595000,house,3.0,187.0,0,0,1,50.0,700.0,0,As new
3904,20110081,3140,595000,house,5.0,368.0,0,0,1,,,0,Good
3865,11346816,9940,595000,house,4.0,218.0,1,0,1,,,0,Good
3864,20005724,1160,595000,house,5.0,208.0,0,0,1,5.0,110.0,0,To renovate
3905,20139288,7890,595000,house,3.0,293.0,0,0,1,,,0,Good
4055,20120766,9050,595000,house,3.0,140.0,0,0,1,,,0,To be done up
2486,20186027,1701,595000,house,4.0,245.0,1,0,1,18.0,135.0,0,Good
8052,11295068,8300,595000,apartment,2.0,75.0,0,0,1,,,0,Good
6175,20222228,1050,595000,apartment,3.0,121.0,1,0,1,,,0,Good
3385,20236119,2820,595000,house,3.0,240.0,0,0,1,,,0,To be done up
6604,20240896,8370,595000,apartment,3.0,138.0,0,0,1,,,0,As new
658,20244122,2547,595000,house,3.0,208.0,1,0,1,,,0,As new
1258,20240129,2660,595000,house,5.0,258.0,0,0,1,,,0,Good
651,20113420,7890,595000,house,5.0,550.0,0,0,1,80.0,1000.0,0,As new
3484,20135596,2500,595000,house,5.0,345.0,0,0,1,,29.0,0,To renovate
6681,20218850,1180,595000,apartment,2.0,85.0,0,0,1,5.0,,0,As new
4294,20148346,1342,595000,house,3.0,190.0,1,0,1,50.0,1461.0,0,To be done up
259,20234768,1702,595000,house,5.0,270.0,0,0,1,30.0,400.0,0,As new
7250,20203862,1160,595000,apartment,3.0,162.0,0,0,1,11.0,,0,Good
547,20215087,9690,595000,house,3.0,235.0,1,0,1,,,1,Good
3451,20122778,1330,595000,house,4.0,209.0,0,0,1,9.0,,0,To be done up
4293,20148348,1340,595000,house,3.0,190.0,1,0,1,50.0,1461.0,0,To be done up
6176,20222227,1050,595000,apartment,3.0,116.0,1,0,1,,,0,Good
8112,11165603,8300,595000,apartment,2.0,75.0,0,0,1,,,0,Good
4448,20207979,2850,595000,house,4.0,248.0,0,0,1,,,0,Good
8256,20172660,8300,595000,apartment,2.0,75.0,0,0,1,,,0,Good
3563,11404876,3090,595000,house,4.0,303.0,0,0,1,,500.0,1,To be done up
1066,20175923,4121,595000,house,5.0,249.0,1,0,1,30.0,1546.0,0,Good
